,,,,,,pause
sw2510B-ms98-a-0019,B.28,92.344625,92.444625,an,0.1,
sw2510B-ms98-a-0019,B.28,92.444625,93.041875,---,0.59725,
sw2510A-ms98-a-0028,A.29,92.78375,93.169875,[silence],0.386125,4
sw2510B-ms98-a-0019,B.28,93.041875,93.493875,[silence],0.452,4
sw2510A-ms98-a-0028,A.29,93.169875,93.88375,---,0.713875,
sw2510B-ms98-a-0019,B.28,93.493875,93.674625,and,0.18075,
sw2510B-ms98-a-0019,B.28,93.674625,93.784625,he,0.11,
sw2510B-ms98-a-0019,B.28,93.784625,94.044625,so,0.26,
sw2510A-ms98-a-0028,A.29,93.88375,94.131875,[silence],0.248125,4
sw2510B-ms98-a-0019,B.28,94.044625,94.374625,far,0.33,
sw2510A-ms98-a-0029,A.29,94.131875,95.670375,[silence],1.5385,4
sw2510B-ms98-a-0019,B.28,94.374625,94.754625,he's,0.38,
sw2510B-ms98-a-0019,B.28,94.754625,95.214625,bitten,0.46,
sw2510B-ms98-a-0019,B.28,95.214625,95.514625,ten,0.3,
sw2510B-ms98-a-0019,B.28,95.514625,95.99125,people,0.476625,
sw2510A-ms98-a-0030,A.29,95.670375,95.952125,[silence],0.28175,2
sw2510A-ms98-a-0030,A.29,95.952125,96.300375,Oh,0.34825,
sw2510B-ms98-a-0019,B.30,95.99125,96.97775,[silence],0.9865,4
sw2510A-ms98-a-0030,A.29,96.300375,97.23525,man,0.934875,
sw2510B-ms98-a-0020,B.30,96.97775,97.69775,[silence],0.72,4
sw2510A-ms98-a-0030,A.31,97.23525,97.50825,[silence],0.273,2
sw2510A-ms98-a-0031,A.31,97.50825,97.88925,[silence],0.381,4
sw2510B-ms98-a-0020,B.30,97.69775,98.308625,So,0.610875,
sw2510A-ms98-a-0031,A.31,97.88925,98.84825,Goodness,0.959,
sw2510B-ms98-a-0020,B.32,98.308625,98.566,[silence],0.257375,2
sw2510B-ms98-a-0021,B.32,98.566,98.806,[silence],0.24,2
sw2510B-ms98-a-0021,B.32,98.806,99.016,And,0.21,
sw2510A-ms98-a-0031,A.35,98.84825,99.14375,[silence],0.2955,4
sw2510B-ms98-a-0021,B.32,99.016,99.086,the,0.07,
sw2510B-ms98-a-0021,B.32,99.086,99.426,people,0.34,
sw2510A-ms98-a-0032,A.35,99.14375,103.00025,[silence],3.8565,4
sw2510B-ms98-a-0021,B.32,99.426,99.636,that,0.21,
sw2510B-ms98-a-0021,B.32,99.636,99.936,he,0.3,
sw2510B-ms98-a-0021,B.32,99.936,100.176,got,0.24,
sw2510B-ms98-a-0021,B.32,100.176,100.246,the,0.07,
sw2510B-ms98-a-0021,B.32,100.246,100.556,---,0.31,
sw2510B-ms98-a-0021,B.32,100.556,100.986,from,0.43,
sw2510B-ms98-a-0021,B.32,100.986,101.236,used,0.25,
sw2510B-ms98-a-0021,B.32,101.236,101.326,to,0.09,
sw2510B-ms98-a-0021,B.32,101.326,101.546,have,0.22,
sw2510B-ms98-a-0021,B.32,101.546,101.976,cats,0.43,
sw2510B-ms98-a-0021,B.32,101.976,102.156,and,0.18,
sw2510B-ms98-a-0021,B.32,102.156,102.226,they,0.07,
sw2510B-ms98-a-0021,B.32,102.226,102.426,no,0.2,
sw2510B-ms98-a-0021,B.32,102.426,102.736,longer,0.31,
sw2510B-ms98-a-0021,B.32,102.736,102.956,have,0.22,
sw2510B-ms98-a-0021,B.32,102.956,103.406,any,0.45,
sw2510A-ms98-a-0033,A.35,103.00025,103.475125,[silence],0.474875,4
sw2510B-ms98-a-0021,B.32,103.406,103.816,other,0.41,
sw2510A-ms98-a-0033,A.35,103.475125,104.97025,[laughter],1.495125,
sw2510B-ms98-a-0021,B.32,103.816,104.427875,cats,0.611875,
sw2510B-ms98-a-0021,B.34,104.427875,104.7555,[silence],0.327625,2
sw2510B-ms98-a-0022,B.34,104.7555,105.1855,[silence],0.43,4
sw2510A-ms98-a-0033,A.35,104.97025,105.227875,[silence],0.257625,4
sw2510B-ms98-a-0022,B.34,105.1855,105.8355,So,0.65,
sw2510A-ms98-a-0034,A.35,105.227875,106.38625,[silence],1.158375,4
sw2510B-ms98-a-0022,B.36,105.8355,106.2885,[silence],0.453,2
sw2510B-ms98-a-0023,B.36,106.2885,106.79525,[silence],0.50675,4
sw2510A-ms98-a-0035,A.35,106.38625,106.56625,[silence],0.18,2
sw2510A-ms98-a-0035,A.35,106.56625,106.73625,It's,0.17,
sw2510A-ms98-a-0035,A.35,106.73625,107.05625,telling,0.32,
sw2510B-ms98-a-0023,B.36,106.79525,107.237625,Uh-huh,0.442375,
sw2510A-ms98-a-0035,A.35,107.05625,107.187625,um,0.131375,
sw2510A-ms98-a-0035,A.35,107.187625,108.477,you,1.289375,
sw2510B-ms98-a-0023,B.38,107.237625,107.964125,[silence],0.7265,2
sw2510B-ms98-a-0024,B.38,107.964125,123.94325,[silence],15.979125,4
sw2510A-ms98-a-0035,A.35,108.477,108.477,know,0,
sw2510A-ms98-a-0035,A.35,108.477,108.9445,[silence],0.4675,2
sw2510A-ms98-a-0035,A.35,108.9445,109.05625,when,0.11175,
sw2510A-ms98-a-0035,A.35,109.05625,109.21625,we,0.16,
sw2510A-ms98-a-0035,A.35,109.21625,109.53625,had,0.32,
sw2510A-ms98-a-0035,A.35,109.53625,109.962375,um,0.426125,
sw2510A-ms98-a-0035,A.35,109.962375,110.3465,[silence],0.384125,2
sw2510A-ms98-a-0035,A.35,110.3465,110.56625,we,0.21975,
sw2510A-ms98-a-0035,A.35,110.56625,110.73625,had,0.17,
sw2510A-ms98-a-0035,A.35,110.73625,110.78625,a,0.05,
sw2510A-ms98-a-0035,A.35,110.78625,111.04625,cat,0.26,
sw2510A-ms98-a-0035,A.35,111.04625,111.13625,when,0.09,
sw2510A-ms98-a-0035,A.35,111.13625,111.25625,we,0.12,
sw2510A-ms98-a-0035,A.35,111.25625,111.65625,first,0.4,
sw2510A-ms98-a-0035,A.35,111.65625,112.20175,married,0.5455,
sw2510A-ms98-a-0035,A.35,112.20175,112.401375,[silence],0.199625,2
sw2510A-ms98-a-0035,A.35,112.401375,112.813875,no,0.4125,
sw2510A-ms98-a-0035,A.35,112.813875,112.813875,took,0,
sw2510A-ms98-a-0035,A.35,112.813875,113.0625,[vocalized-noise],0.248625,
sw2510A-ms98-a-0035,A.35,113.0625,113.27625,yeah,0.21375,
sw2510A-ms98-a-0035,A.35,113.27625,113.35625,we,0.08,
sw2510A-ms98-a-0035,A.35,113.35625,113.52625,had,0.17,
sw2510A-ms98-a-0035,A.35,113.52625,113.58625,the,0.06,
sw2510A-ms98-a-0035,A.35,113.58625,113.73625,cat,0.15,
sw2510A-ms98-a-0035,A.35,113.73625,114.151,first,0.41475,
sw2510A-ms98-a-0035,A.35,114.151,114.595375,[silence],0.444375,2
sw2510A-ms98-a-0035,A.35,114.595375,114.70625,and,0.110875,
sw2510A-ms98-a-0035,A.35,114.70625,114.79625,then,0.09,
sw2510A-ms98-a-0035,A.35,114.79625,114.88625,we,0.09,
sw2510A-ms98-a-0035,A.35,114.88625,115.30625,got,0.42,
sw2510A-ms98-a-0035,A.35,115.30625,115.71625,uh,0.41,
sw2510A-ms98-a-0035,A.35,115.71625,115.78625,the,0.07,
sw2510A-ms98-a-0035,A.35,115.78625,116.465375,Chow,0.679125,
sw2510A-ms98-a-0035,A.35,116.465375,117.0985,[silence],0.633125,2
sw2510A-ms98-a-0035,A.35,117.0985,117.7315,And,0.633,
sw2510A-ms98-a-0035,A.35,117.7315,118.673125,[noise],0.941625,
sw2510A-ms98-a-0035,A.35,118.673125,118.82625,bring,0.153125,
sw2510A-ms98-a-0035,A.35,118.82625,119.118375,um,0.292125,
sw2510A-ms98-a-0035,A.35,119.118375,119.65625,bringing,0.537875,
sw2510A-ms98-a-0035,A.35,119.65625,119.82625,them,0.17,
sw2510A-ms98-a-0035,A.35,119.82625,120.06625,in,0.24,
sw2510A-ms98-a-0035,A.35,120.06625,120.24625,as,0.18,
sw2510A-ms98-a-0035,A.35,120.24625,120.810625,puppies,0.564375,
sw2510A-ms98-a-0035,A.35,120.810625,120.96575,[silence],0.155125,2
sw2510A-ms98-a-0036,A.35,120.96575,121.488625,[silence],0.522875,2
sw2510A-ms98-a-0036,A.35,121.488625,121.73575,they,0.247125,
sw2510A-ms98-a-0036,A.35,121.73575,121.89575,got,0.16,
sw2510A-ms98-a-0036,A.35,121.89575,122.28675,along,0.391,
sw2510A-ms98-a-0036,A.35,122.28675,122.701125,[silence],0.414375,2
sw2510A-ms98-a-0036,A.35,122.701125,123.06575,just,0.364625,
sw2510A-ms98-a-0036,A.35,123.06575,123.60575,fabulous,0.54,
sw2510A-ms98-a-0036,A.35,123.60575,123.73575,with,0.13,
sw2510A-ms98-a-0036,A.35,123.73575,124.055,her,0.31925,
sw2510B-ms98-a-0025,B.38,123.94325,124.228125,[silence],0.284875,4
sw2510A-ms98-a-0036,A.37,124.055,124.217,[silence],0.162,2
sw2510A-ms98-a-0036,A.37,124.217,124.912625,And,0.695625,
sw2510B-ms98-a-0025,B.38,124.228125,124.767625,---,0.5395,
sw2510B-ms98-a-0025,B.38,124.767625,125.302625,[silence],0.535,4
sw2510A-ms98-a-0036,A.37,124.912625,125.4985,uh,0.585875,
sw2510B-ms98-a-0026,B.38,125.302625,143.400125,[silence],18.0975,4
sw2510A-ms98-a-0036,A.37,125.4985,125.8375,[silence],0.339,2
sw2510A-ms98-a-0036,A.37,125.8375,125.96575,you,0.12825,
sw2510A-ms98-a-0036,A.37,125.96575,126.07575,would,0.11,
sw2510A-ms98-a-0036,A.37,126.07575,126.42475,think,0.349,
sw2510A-ms98-a-0036,A.37,126.42475,126.613125,[silence],0.188375,2
sw2510A-ms98-a-0036,A.37,126.613125,126.74575,you,0.132625,
sw2510A-ms98-a-0036,A.37,126.74575,126.96575,know,0.22,
sw2510A-ms98-a-0036,A.37,126.96575,127.11575,that,0.15,
sw2510A-ms98-a-0036,A.37,127.11575,127.22575,they,0.11,
sw2510A-ms98-a-0036,A.37,127.22575,127.31575,were,0.09,
sw2510A-ms98-a-0036,A.37,127.31575,127.44575,all,0.13,
sw2510A-ms98-a-0036,A.37,127.44575,128.05575,dogs,0.61,
sw2510A-ms98-a-0036,A.37,128.05575,128.11575,the,0.06,
sw2510A-ms98-a-0036,A.37,128.11575,128.30575,way,0.19,
sw2510A-ms98-a-0036,A.37,128.30575,128.52575,she,0.22,
sw2510A-ms98-a-0036,A.37,128.52575,128.789,would,0.26325,
sw2510A-ms98-a-0036,A.37,128.789,129.380375,[silence],0.591375,2
sw2510A-ms98-a-0036,A.37,129.380375,129.82575,prance,0.445375,
sw2510A-ms98-a-0036,A.37,129.82575,130.19575,around,0.37,
sw2510A-ms98-a-0036,A.37,130.19575,130.40575,them,0.21,
sw2510A-ms98-a-0036,A.37,130.40575,130.70575,and,0.3,
sw2510A-ms98-a-0036,A.37,130.70575,131.09575,and,0.39,
sw2510A-ms98-a-0036,A.37,131.09575,131.43575,paw,0.34,
sw2510A-ms98-a-0036,A.37,131.43575,131.52575,at,0.09,
sw2510A-ms98-a-0036,A.37,131.52575,131.63575,their,0.11,
sw2510A-ms98-a-0036,A.37,131.63575,132.22575,face,0.59,
sw2510A-ms98-a-0036,A.37,132.22575,132.32575,and,0.1,
sw2510A-ms98-a-0036,A.37,132.32575,132.49575,they'd,0.17,
sw2510A-ms98-a-0036,A.37,132.49575,132.70575,just,0.21,
sw2510A-ms98-a-0036,A.37,132.70575,133.10575,play,0.4,
sw2510A-ms98-a-0036,A.37,133.10575,133.24575,and,0.14,
sw2510A-ms98-a-0036,A.37,133.24575,133.34575,they,0.1,
sw2510A-ms98-a-0036,A.37,133.34575,133.45575,were,0.11,
sw2510A-ms98-a-0036,A.37,133.45575,133.78825,never,0.3325,
sw2510A-ms98-a-0036,A.37,133.78825,134.11225,[silence],0.324,2
sw2510A-ms98-a-0036,A.37,134.11225,134.16575,they,0.0535,
sw2510A-ms98-a-0036,A.37,134.16575,134.36575,never,0.2,
sw2510A-ms98-a-0036,A.37,134.36575,134.68575,harmed,0.32,
sw2510A-ms98-a-0036,A.37,134.68575,134.966625,her,0.280875,
sw2510A-ms98-a-0036,A.37,134.966625,135.2815,[silence],0.314875,2
sw2510A-ms98-a-0037,A.37,135.2815,135.7215,[silence],0.44,2
sw2510A-ms98-a-0037,A.37,135.7215,136.2015,So,0.48,
sw2510A-ms98-a-0037,A.37,136.2015,136.4715,uh,0.27,
sw2510A-ms98-a-0037,A.37,136.4715,136.6315,they,0.16,
sw2510A-ms98-a-0037,A.37,136.6315,136.7615,got,0.13,
sw2510A-ms98-a-0037,A.37,136.7615,136.9815,along,0.22,
sw2510A-ms98-a-0037,A.37,136.9815,137.3915,great,0.41,
sw2510A-ms98-a-0037,A.37,137.3915,137.5715,now,0.18,
sw2510A-ms98-a-0037,A.37,137.5715,137.6015,I,0.03,
sw2510A-ms98-a-0037,A.37,137.6015,137.7515,don't,0.15,
sw2510A-ms98-a-0037,A.37,137.7515,137.9315,know,0.18,
sw2510A-ms98-a-0037,A.37,137.9315,138.28925,how,0.35775,
sw2510A-ms98-a-0037,A.37,138.28925,138.73825,[silence],0.449,2
sw2510A-ms98-a-0038,A.37,138.73825,139.1755,[silence],0.43725,2
sw2510A-ms98-a-0038,A.37,139.1755,139.39825,how,0.22275,
sw2510A-ms98-a-0038,A.37,139.39825,139.45825,it,0.06,
sw2510A-ms98-a-0038,A.37,139.45825,139.56825,would,0.11,
sw2510A-ms98-a-0038,A.37,139.56825,139.68825,be,0.12,
sw2510A-ms98-a-0038,A.37,139.68825,139.98825,bringing,0.3,
sw2510A-ms98-a-0038,A.37,139.98825,140.12825,in,0.14,
sw2510A-ms98-a-0038,A.37,140.12825,140.44825,uh,0.32,
sw2510A-ms98-a-0038,A.37,140.44825,140.851125,[silence],0.402875,2
sw2510A-ms98-a-0038,A.37,140.44825,140.44825,like,0,
sw2510A-ms98-a-0039,A.37,140.851125,141.588375,[silence],0.73725,2
sw2510A-ms98-a-0039,A.37,141.588375,142.051125,cat,0.46275,
sw2510A-ms98-a-0039,A.37,142.051125,142.151125,to,0.1,
sw2510A-ms98-a-0039,A.37,142.151125,142.181125,a,0.03,
sw2510A-ms98-a-0039,A.37,142.181125,142.62,full,0.438875,
sw2510A-ms98-a-0039,A.37,142.62,143.162375,[silence],0.542375,2
sw2510A-ms98-a-0039,A.37,143.162375,143.371125,full,0.20875,
sw2510A-ms98-a-0039,A.37,143.371125,143.8495,grown,0.478375,
sw2510B-ms98-a-0027,B.38,143.400125,143.857375,[silence],0.45725,4
sw2510A-ms98-a-0039,A.37,143.8495,144.332375,dog,0.482875,
sw2510B-ms98-a-0027,B.38,143.857375,144.020125,Yeah,0.16275,
sw2510B-ms98-a-0027,B.38,144.020125,144.283375,---,0.26325,
sw2510B-ms98-a-0027,B.38,144.283375,144.438125,I,0.15475,
sw2510A-ms98-a-0039,A.39,144.332375,145.078875,[silence],0.7465,4
sw2510B-ms98-a-0027,B.38,144.438125,144.700125,wouldn't,0.262,
sw2510B-ms98-a-0027,B.38,144.700125,144.860125,want,0.16,
sw2510B-ms98-a-0027,B.38,144.860125,144.940125,to,0.08,
sw2510B-ms98-a-0027,B.38,144.940125,145.160125,bring,0.22,
sw2510A-ms98-a-0040,A.39,145.078875,146.673625,[silence],1.59475,4
sw2510B-ms98-a-0027,B.38,145.160125,145.250125,a,0.09,
sw2510B-ms98-a-0027,B.38,145.250125,145.620125,cat,0.37,
sw2510B-ms98-a-0027,B.38,145.620125,146.110125,into,0.49,
sw2510B-ms98-a-0027,B.38,146.110125,146.170125,a,0.06,
sw2510B-ms98-a-0027,B.38,146.170125,146.390125,full,0.22,
sw2510B-ms98-a-0027,B.38,146.390125,146.670125,grown,0.28,
sw2510B-ms98-a-0027,B.38,146.670125,147.060125,dog,0.39,
sw2510A-ms98-a-0041,A.39,146.673625,147.178625,[silence],0.505,4
sw2510B-ms98-a-0027,B.40,147.060125,147.150125,but,0.09,
sw2510B-ms98-a-0027,B.40,147.150125,147.53125,I,0.381125,
sw2510A-ms98-a-0041,A.39,147.178625,147.587375,Yeah,0.40875,
sw2510B-ms98-a-0027,B.40,147.53125,147.674375,I,0.143125,
sw2510A-ms98-a-0041,A.41,147.587375,148.143375,[silence],0.556,4
sw2510B-ms98-a-0027,B.40,147.674375,147.980125,wouldn't,0.30575,
sw2510B-ms98-a-0027,B.40,147.980125,148.339125,feel,0.359,
sw2510A-ms98-a-0042,A.41,148.143375,151.62875,[silence],3.485375,4
sw2510B-ms98-a-0027,B.40,148.339125,148.57,[silence],0.230875,2
sw2510B-ms98-a-0028,B.40,148.57,148.91,[silence],0.34,2
sw2510B-ms98-a-0028,B.40,148.91,149.495375,um,0.585375,
sw2510B-ms98-a-0028,B.40,149.495375,150.19225,[silence],0.696875,2
sw2510B-ms98-a-0028,B.40,150.19225,150.71,hesitant,0.51775,
sw2510B-ms98-a-0028,B.40,150.71,150.99,about,0.28,
sw2510B-ms98-a-0028,B.40,150.99,151.29,bringing,0.3,
sw2510B-ms98-a-0028,B.40,151.29,151.34,a,0.05,
sw2510B-ms98-a-0028,B.40,151.34,151.76,puppy,0.42,
sw2510A-ms98-a-0043,A.41,151.62875,152.0555,[silence],0.42675,4
sw2510B-ms98-a-0028,B.40,151.76,152.176875,in,0.416875,
sw2510A-ms98-a-0043,A.41,152.0555,152.08875,[noise],0.03325,
sw2510A-ms98-a-0043,A.41,152.08875,152.5775,Right,0.48875,
sw2510B-ms98-a-0028,B.42,152.176875,152.44,to,0.263125,
sw2510B-ms98-a-0028,B.42,152.44,152.78,adult,0.34,
sw2510A-ms98-a-0043,A.43,152.5775,153.024125,[silence],0.446625,4
sw2510B-ms98-a-0028,B.42,152.78,153.08,cats,0.3,
sw2510A-ms98-a-0044,A.43,153.024125,154.163875,[silence],1.13975,4
sw2510B-ms98-a-0028,B.42,153.08,153.14,I,0.06,
sw2510B-ms98-a-0028,B.42,153.14,153.35,think,0.21,
sw2510B-ms98-a-0028,B.42,153.35,153.45,they,0.1,
sw2510B-ms98-a-0028,B.42,153.45,153.58,would,0.13,
sw2510B-ms98-a-0028,B.42,153.58,154.05,socialize,0.47,
sw2510B-ms98-a-0028,B.42,154.05,154.592125,easier,0.542125,
sw2510A-ms98-a-0045,A.43,154.163875,154.422625,[silence],0.25875,1
sw2510A-ms98-a-0045,A.43,154.422625,154.553875,I,0.13125,
sw2510A-ms98-a-0045,A.43,154.553875,154.793875,think,0.24,
sw2510B-ms98-a-0028,B.44,154.592125,155.115875,[silence],0.52375,4
sw2510A-ms98-a-0045,A.43,154.793875,155.00425,so,0.210375,
sw2510A-ms98-a-0045,A.43,155.00425,155.373875,too,0.369625,
sw2510B-ms98-a-0029,B.44,155.115875,155.615875,[silence],0.5,4
sw2510A-ms98-a-0045,A.45,155.373875,155.622125,[silence],0.24825,4
sw2510B-ms98-a-0029,B.44,155.615875,156.02575,Um,0.409875,
sw2510A-ms98-a-0046,A.45,155.622125,158.439,[silence],2.816875,4
sw2510B-ms98-a-0029,B.44,156.02575,156.42125,[silence],0.3955,2
sw2510B-ms98-a-0030,B.44,156.42125,156.94125,[silence],0.52,2
sw2510B-ms98-a-0030,B.44,156.94125,157.256375,how,0.315125,
sw2510B-ms98-a-0030,B.44,157.256375,157.48125,how,0.224875,
sw2510B-ms98-a-0030,B.44,157.48125,157.63125,old,0.15,
sw2510B-ms98-a-0030,B.44,157.63125,157.76125,is,0.13,
sw2510B-ms98-a-0030,B.44,157.76125,157.95125,your,0.19,
sw2510B-ms98-a-0030,B.44,157.95125,158.53125,child,0.58,
sw2510A-ms98-a-0047,A.45,158.439,158.825125,[silence],0.386125,4
sw2510B-ms98-a-0030,B.46,158.53125,158.842875,[silence],0.311625,4
sw2510A-ms98-a-0047,A.45,158.825125,159.189,Five,0.363875,
sw2510B-ms98-a-0031,B.46,158.842875,159.193125,[silence],0.35025,4
sw2510A-ms98-a-0047,A.47,159.189,159.32525,She's,0.13625,
sw2510B-ms98-a-0031,B.46,159.193125,159.600625,Five,0.4075,
sw2510A-ms98-a-0047,A.47,159.32525,159.32525,a,0,
sw2510A-ms98-a-0047,A.49,159.32525,159.5695,[silence],0.24425,4
sw2510A-ms98-a-0047,A.47,159.32525,159.32525,real,0,
sw2510A-ms98-a-0047,A.49,159.5695,160.30275,[vocalized-noise],0.73325,
sw2510B-ms98-a-0031,B.48,159.600625,159.795,[silence],0.194375,2
sw2510B-ms98-a-0031,B.48,159.795,159.932875,So,0.137875,
sw2510B-ms98-a-0031,B.48,159.932875,160.102875,you,0.17,
sw2510B-ms98-a-0031,B.48,160.102875,160.282875,had,0.18,
sw2510B-ms98-a-0031,B.48,160.282875,160.342875,the,0.06,
sw2510A-ms98-a-0047,A.49,160.30275,160.806125,[silence],0.503375,4
sw2510B-ms98-a-0031,B.48,160.342875,160.672875,dogs,0.33,
sw2510B-ms98-a-0031,B.48,160.672875,160.992875,before,0.32,
sw2510A-ms98-a-0048,A.49,160.806125,161.528,[silence],0.721875,4
sw2510B-ms98-a-0031,B.48,160.992875,161.142875,you,0.15,
sw2510B-ms98-a-0031,B.48,161.142875,161.332875,had,0.19,
sw2510B-ms98-a-0031,B.48,161.332875,161.392875,the,0.06,
sw2510B-ms98-a-0031,B.48,161.392875,161.850375,baby,0.4575,
sw2510A-ms98-a-0048,A.49,161.528,161.996125,Right,0.468125,
sw2510B-ms98-a-0031,B.50,161.850375,162.151125,[silence],0.30075,4
sw2510A-ms98-a-0048,A.49,161.996125,162.274875,[silence],0.27875,4
sw2510B-ms98-a-0032,B.50,162.151125,171.979125,[silence],9.828,4
sw2510A-ms98-a-0048,A.49,162.274875,162.506125,And,0.23125,
sw2510A-ms98-a-0048,A.49,162.506125,162.606125,I,0.1,
sw2510A-ms98-a-0048,A.49,162.606125,162.855625,was,0.2495,
sw2510A-ms98-a-0048,A.49,162.855625,163.16075,[silence],0.305125,2
sw2510A-ms98-a-0048,A.49,163.16075,163.526125,[noise],0.365375,
sw2510A-ms98-a-0048,A.49,163.526125,163.726125,not,0.2,
sw2510A-ms98-a-0048,A.49,163.726125,163.896125,really,0.17,
sw2510A-ms98-a-0048,A.49,163.896125,164.706125,concerned,0.81,
sw2510A-ms98-a-0048,A.49,164.706125,165.087125,about,0.381,
sw2510A-ms98-a-0048,A.49,165.087125,165.678125,[silence],0.591,2
sw2510A-ms98-a-0049,A.49,165.678125,166.28775,[silence],0.609625,2
sw2510A-ms98-a-0049,A.49,166.28775,166.568125,um,0.280375,
sw2510A-ms98-a-0049,A.49,166.568125,166.738125,them,0.17,
sw2510A-ms98-a-0049,A.49,166.738125,167.238125,harming,0.5,
sw2510A-ms98-a-0049,A.49,167.238125,167.694875,her,0.45675,
sw2510A-ms98-a-0049,A.49,167.694875,167.78525,[silence],0.090375,2
sw2510A-ms98-a-0049,A.49,167.78525,168.188125,uh,0.402875,
sw2510A-ms98-a-0049,A.49,168.188125,168.328125,I,0.14,
sw2510A-ms98-a-0049,A.49,168.328125,168.668125,think,0.34,
sw2510A-ms98-a-0049,A.49,168.668125,168.818125,I,0.15,
sw2510A-ms98-a-0049,A.49,168.818125,169.018125,think,0.2,
sw2510A-ms98-a-0049,A.49,169.018125,169.068125,a,0.05,
sw2510A-ms98-a-0049,A.49,169.068125,169.308125,lot,0.24,
sw2510A-ms98-a-0049,A.49,169.308125,169.398125,of,0.09,
sw2510A-ms98-a-0049,A.49,169.398125,169.758125,that,0.36,
sw2510A-ms98-a-0049,A.49,169.758125,169.944,that,0.185875,
sw2510A-ms98-a-0049,A.49,169.944,170.433625,[silence],0.489625,2
sw2510A-ms98-a-0049,A.49,170.433625,170.538125,that,0.1045,
sw2510A-ms98-a-0049,A.49,170.538125,170.648125,we,0.11,
sw2510A-ms98-a-0049,A.49,170.648125,170.868125,hear,0.22,
sw2510A-ms98-a-0049,A.49,170.868125,170.978125,all,0.11,
sw2510A-ms98-a-0049,A.49,170.978125,171.068125,the,0.09,
sw2510A-ms98-a-0049,A.49,171.068125,171.318125,time,0.25,
sw2510A-ms98-a-0049,A.49,171.318125,171.488125,is,0.17,
sw2510A-ms98-a-0049,A.49,171.488125,171.568125,how,0.08,
sw2510A-ms98-a-0049,A.49,171.568125,171.738125,you,0.17,
sw2510A-ms98-a-0049,A.49,171.738125,171.958125,bring,0.22,
sw2510A-ms98-a-0049,A.49,171.958125,172.068125,them,0.11,
sw2510B-ms98-a-0033,B.50,171.979125,172.489125,[silence],0.51,4
sw2510A-ms98-a-0049,A.49,172.068125,172.461375,up,0.39325,
sw2510A-ms98-a-0049,A.51,172.461375,172.672125,[silence],0.21075,4
sw2510B-ms98-a-0033,B.50,172.489125,172.916625,Uh-huh,0.4275,
sw2510A-ms98-a-0050,A.51,172.672125,173.064125,[silence],0.392,4
sw2510B-ms98-a-0033,B.52,172.916625,173.469125,[silence],0.5525,4
sw2510A-ms98-a-0050,A.51,173.064125,173.502125,And,0.438,
sw2510B-ms98-a-0034,B.52,173.469125,177.665375,[silence],4.19625,4
sw2510A-ms98-a-0050,A.51,173.502125,173.782125,ours,0.28,
sw2510A-ms98-a-0050,A.51,173.782125,173.852125,are,0.07,
sw2510A-ms98-a-0050,A.51,173.852125,174.052125,real,0.2,
sw2510A-ms98-a-0050,A.51,174.052125,174.432125,friendly,0.38,
sw2510A-ms98-a-0050,A.51,174.432125,174.542125,they're,0.11,
sw2510A-ms98-a-0050,A.51,174.542125,175.469125,protective,0.927,
sw2510A-ms98-a-0050,A.51,175.469125,175.6235,[silence],0.154375,2
sw2510A-ms98-a-0050,A.51,175.6235,175.722125,but,0.098625,
sw2510A-ms98-a-0050,A.51,175.722125,175.992125,they're,0.27,
sw2510A-ms98-a-0050,A.51,175.992125,176.302125,very,0.31,
sw2510A-ms98-a-0050,A.51,176.302125,176.879375,friendly,0.57725,
sw2510A-ms98-a-0050,A.51,176.879375,177.32,[silence],0.440625,2
sw2510A-ms98-a-0050,A.51,177.32,177.472125,and,0.152125,
sw2510A-ms98-a-0050,A.51,177.472125,178.082125,lovable,0.61,
sw2510B-ms98-a-0035,B.52,177.665375,178.171125,[silence],0.50575,4
sw2510A-ms98-a-0050,A.53,178.082125,178.132125,I,0.05,
sw2510A-ms98-a-0050,A.53,178.132125,178.592125,mean,0.46,
sw2510B-ms98-a-0035,B.52,178.171125,178.5445,Uh-huh,0.373375,
sw2510B-ms98-a-0035,B.54,178.5445,179.012375,[silence],0.467875,4
sw2510A-ms98-a-0050,A.53,178.592125,178.702125,you,0.11,
sw2510A-ms98-a-0050,A.53,178.702125,178.902125,think,0.2,
sw2510A-ms98-a-0050,A.53,178.902125,179.002125,they're,0.1,
sw2510A-ms98-a-0050,A.53,179.002125,180.002375,lapdogs,1.00025,
sw2510B-ms98-a-0036,B.54,179.012375,185.241,[silence],6.228625,4
sw2510A-ms98-a-0050,A.53,180.002375,180.251875,[silence],0.2495,2
sw2510A-ms98-a-0051,A.53,180.251875,180.47975,[silence],0.227875,2
sw2510A-ms98-a-0051,A.53,180.47975,180.581875,You,0.102125,
sw2510A-ms98-a-0051,A.53,180.581875,180.701875,know,0.12,
sw2510A-ms98-a-0051,A.53,180.701875,180.851875,they'll,0.15,
sw2510A-ms98-a-0051,A.53,180.851875,181.041875,just,0.19,
sw2510A-ms98-a-0051,A.53,181.041875,181.231875,come,0.19,
sw2510A-ms98-a-0051,A.53,181.231875,181.501875,jump,0.27,
sw2510A-ms98-a-0051,A.53,181.501875,181.591875,on,0.09,
sw2510A-ms98-a-0051,A.53,181.591875,181.741875,your,0.15,
sw2510A-ms98-a-0051,A.53,181.741875,182.131875,lap,0.39,
sw2510A-ms98-a-0051,A.53,182.131875,182.261875,and,0.13,
